Name,ID,English name,Region,Building type,Categories,Activities,Features,Architect(s),Builder,Century,Year built,Rebuilt year,Architectural style,Wikipedia link,Website,Instagram,Map link,Latitude,Longitude,WP Post ID
Thorskogs slott,thorskogs-slott,Thorskog Manor,Bohuslän,Manor,Food & Drink|Weddings|Accommodation,,,Carl Fahlström,Petter Larsson,19th Century,1892,,Neo-Renaissance,https://sv.wikipedia.org/wiki/Thorskog,https://www.thorskogsslott.se/,,https://maps.app.goo.gl/pXMTQPtm8u911nwx7,58.03355051574307,12.136467596039985,
Tidö slott,tido-slott,Tidö Castle,Västmanland,Castle,Sports & Recreation|History & Culture,,,"Simon de la Vallée and Nicodemus Tessin d.ä. (brought in toward completion); Heinrich Blume, stonemason (portals)",,17th Century,1625,,Dutch Renaissance,https://sv.wikipedia.org/wiki/Tidö_slott,http://tidoslott.se/,,https://maps.app.goo.gl/CNLj2z6ZEtgojLvz9,59.50572773987222,16.478256384489228,
Tista slott,tista-slott,Tista Manor,Södermanland,Manor,Sports & Recreation,,,Fredrik Wilhelm Hoppe; Isak Gustaf Clason and Gjörwell (interior remodel),Fredrik Bengt Rosenhane,18th Century,1766,,Neoclassical,https://sv.wikipedia.org/wiki/Tistads_slott,https://www.tista.se/,,https://maps.app.goo.gl/tmoaTXt2owEQrr77A,58.82416597217877,16.891615098091258,
Tjolöholms slott,tjoloholms-slott,Tjolöholm Manor,Halland,Manor,Food & Drink|Weddings|Accommodation|History & Culture,,,Lars Israel Wahlman,James and Blanche Dickson,20th Century,1898,,Tudor Revival,https://sv.wikipedia.org/wiki/Tjolöholms_slott,https://www.tjoloholm.se/,,https://maps.app.goo.gl/QmrDZpvay5Y45KQb8,57.398640382806995,12.103088655527435,
Tofta herrgård,tofta-herrgard,Tofta Manor,Bohuslän,Manor,Food & Drink|Accommodation,,,,Christian Helmich Åkerman,18th Century,1782,,Baroque,https://sv.wikipedia.org/wiki/Tofta_herrgård,https://www.toftaherrgard.se/,,https://maps.app.goo.gl/DuYFifKWeTtzgnXg7,57.86509872232452,11.709857446992917,
Toftaholm herrgård,toftaholm-herrgard,Toftaholm Manor,Småland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,,19th Century,1871,,,https://sv.wikipedia.org/wiki/Toftaholm,https://www.toftaholm.se/,,https://maps.app.goo.gl/MXGwTwXEoszmniSb9,57.02823850317476,14.01342445758889,
Tokeryds herrgård,tokeryds-herrgard,Tokeryd Manor,Småland,Manor,Weddings,,,,Built as a private residence,19th Century,1823,,,,https://tokerydsherrgard.se/,,https://maps.app.goo.gl/F1EFYpyTVeY3edxp9,57.81834429951577,14.108619099915254,
Torpa stenhus,torpa-stenhus,Torpa Castle,Västergötland,Castle,History & Culture,,,,Arvid Knutsson,15th Century,1470,1570,Renaissance,https://sv.wikipedia.org/wiki/Torpa_stenhus,http://www.torpastenhus.se/,,https://maps.app.goo.gl/TK9GKb6aCv9pTaKq8,57.650189505590625,13.279642691963922,
Torpshammars herrgård,torpshammars-herrgard,Torpshammar Manor,Medelpad,Manor,Weddings,,,,Peder Gulbrandsen,20th Century,1908,,,,https://www.torpshammar.com/,,https://maps.app.goo.gl/Yr27m85eiKgxwwX57,62.471718471438265,16.33144401341215,
Torreby slott,torreby-slott,Torreby Manor,Bohuslän,Manor,Accommodation,,,Adolf Emil Melander,Nils Georg Sörensen,19th Century,1887,,Gothic Revival,,https://festningshotellene.no/torreby-slott/#,,https://maps.app.goo.gl/4EztonzoeNnDQBDk7,58.44171720981526,11.598675299934536,
Torups slott,torup-slott,Torup Castle,Skåne,Castle,Weddings,,,,Görvel Fadersdotter Sparre,17th Century,1537,1602,Renaissance,https://sv.wikipedia.org/wiki/Torups_slott,https://malmo.se/Uppleva-och-gora/Natur-och-parker/Bokskogen-i-Torup/Torups-slott-och-slottspark/Slottspark-och-tradgard/Vigsel-i-Torups-slottspark.html,,https://maps.app.goo.gl/7HyvMpXn1duLkxe78,55.56534930859524,13.208875355420536,
Tosterups slott,tosterups-slott,Tosterup Castle,Skåne,Castle,Conferences & Events,Cider Tasting,,,Tyge Axelsen Brahe,18th Century,1500,1760,,https://sv.wikipedia.org/wiki/Tosterups_slott,http://www.tosterup.se/,,https://maps.app.goo.gl/LSazSdvEHjrjDWgt6,55.48012747249051,13.986519768907275,
Trolle-Ljungby slott,trolle-ljungby-slott,Trolle-Ljungby Manor,Skåne,Manor,Sports & Recreation,Hunting,Shop,,Knud Gyldenstierna,17th Century,1629,,Northern Renaissance,https://sv.wikipedia.org/wiki/Trolle_Ljungby_slott,https://www.trolleljungby.com/viltboden/,,https://maps.app.goo.gl/oHnhWJwz1RJ5UDqf8,56.02283090377264,14.36748590882075,
Trollenäs slott,trollenas-slott,Trollenäs Manor,Skåne,Manor,Weddings|Sports & Recreation,,,Ferdinand Meldahl (remodel),Nils and Anna Trolle,19th Century,1380,1890,French Renaissance Revival,https://sv.wikipedia.org/wiki/Trollenäs_slott,https://www.trollenasslott.se/,,https://maps.app.goo.gl/4QmgUaxBpkGmmCXn6,55.866017396174,13.244652084273966,
Tullgarns slott,tullgarns-slott,Tullgarn Palace,Södermanland,Palace,History & Culture,,,Joseph Gabriel Destain,Later remodeled under Fredrik Adolf,18th Century,1720,,Baroque,https://sv.wikipedia.org/wiki/Tullgarns_slott,https://www.kungligaslotten.se/vara-besoksmal/tullgarns-slott.html,,https://maps.app.goo.gl/sm474qhJpNo3NtnP7,58.950247914425994,17.584597528636305,
Tyresö slott,tyreso-slott,Tyresö Castle,Södermanland,Castle,History & Culture,,,Isak Gustaf Clason (remodel),,17th Century,1630,1892,National Romantic,https://sv.wikipedia.org/wiki/Tyresö_slott,https://www.nordiskamuseet.se/slott-gardar/tyreso-slott,,https://maps.app.goo.gl/HFTyz2ZxXHK9qND66,59.23570057753455,18.3048651441057,
Ulfshyttans herrgård,ulfshyttans-herrgard,Ulfshyttan Manor,Dalarna,Manor,Accommodation,,,,Gerhard Arfwedson,19th Century,1890,,,https://sv.wikipedia.org/wiki/Ulfshyttans_herrgård,https://www.ulfshyttan.se/sv/,,https://maps.app.goo.gl/uBvdZcRxnRSzN3qF8,60.30658999387429,15.384792228780741,
Ulfstorps säteri,ulfstorps-sateri,Ulfstorp Manor,Västergötland,Manor,Sports & Recreation,Hunting,,,Johan Martin Liedberg,19th Century,1828,,,,https://ulfstorp.se/,,https://maps.app.goo.gl/SxB9M1vq4WgUdgQn8,58.324923727853005,12.81912788645692,
Ulfsunda slott,ulfsunda-slott,Ulfsunda Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,Lennart Torstensson,19th Century,1644,1830,Dutch Renaissance,https://sv.wikipedia.org/wiki/Ulvsunda_slott,https://www.ulfsundaslott.se/,,https://maps.app.goo.gl/JsxyxC7bAz3QBsXr9,59.34098568331507,17.96403045760209,
Ulriksdals slott,ulriksdals-slott,Ulriksdal Palace,Uppland,Palace,History & Culture,,,Hans Jakob Kristler; Carl Hårleman; Nicodemus Tessin d.ä.; Nicodemus Tessin d.y.,,17th Century,1642,1727,Baroque,https://sv.wikipedia.org/wiki/Ulriksdals_slott,https://www.kungligaslotten.se/vara-besoksmal/ulriksdals-slott.html,,https://maps.app.goo.gl/15LevyT35rJX9JYk8,59.390470524144774,18.017017581398154,
Ulvhälls herrgård,ulvhalls-herrgard,Ulvhäll Manor,Södermanland,Manor,Weddings|Accommodation|Sports & Recreation,,,,,18th Century,1790,,Gustavian,https://sv.wikipedia.org/wiki/Ulvhäll,https://ulvhall.se/,,https://maps.app.goo.gl/6Eq8qBpzg8tDZaWD9,59.362783952031066,17.04247945573087,
Ulvsby herrgård,ulvsby-herrgard,Ulvsby Manor,Värmland,Manor,Food & Drink|Accommodation|Spa & Wellness,,,,Anders Wahlstrand,19th Century,1850,,,https://sv.wikipedia.org/wiki/Ulvsby_herrgård,https://ulvsbyherrgard.se/,,https://maps.app.goo.gl/2pxNPCuqEz6aZh9d7,59.866151915416474,13.136985028792415,
Uppsala slott,uppsala-slott,Uppsala Castle,Uppland,Castle,Weddings|History & Culture,,,"Henrik von Cöllen, Påvel Schütz, Franciscus Pahr, Antonius Watz (original); Carl Hårleman (rebuild after fire)",,16th Century,1549,1749,Neoclassical,https://sv.wikipedia.org/wiki/Uppsala_slott,https://www.visituppsalaslott.se/,,https://maps.app.goo.gl/T8fJxTxcUVMtG2XN7,59.85334818590093,17.635616298001885,
Vadstena slott,vadstena-slott,Vadstena Castle,Östergötland,Castle,Weddings|History & Culture,,,Joakim Bulgrin (fortress); Arendt de Roy (remodel); Jean de la Vallée (dome),,16th Century,1545,,Renaissance,https://sv.wikipedia.org/wiki/Vadstena_slott,http://www.vadstenaslott.com/,,https://maps.app.goo.gl/gNg1HVqcqonYUsTB7,58.44604158953799,14.883552169081234,
van der Nootska palatset,van-der-nootska-palatset,van der Nootska Palace,Södermanland,Palace,Food & Drink|Weddings,,,Jean de la Vallée; Agi Lindegren with Kasper Salin and Isak Gustaf Clason (restoration),Thomas van der Noot,17th Century,1670,1903,Baroque,https://sv.wikipedia.org/wiki/Van_der_Nootska_palatset,https://vandernootska.se/,,https://maps.app.goo.gl/r2vNUwby62zmXLCb9,59.31803132724633,18.066211357622894,
Varbergs fästning,varbergs-fastning,Varberg Fortress,Halland,Fortress,History & Culture,,,,Danish Count Jacob Nielsen; later Danish King Frederick II,17th Century,1287,1572,,https://sv.wikipedia.org/wiki/Varbergs_fästning,https://www.museumhalland.se/varbergs-fastning/,,https://maps.app.goo.gl/HxFmnKrLbcM5HjkE6,57.105979974057476,12.239911197838003,
Vaxholms fästning,vaxholms-fastning,Vaxholm Fortress,Uppland,Fortress,History & Culture,,,"C.F. Meijer (rebuild, giving the fortress its current appearance)",Gustav Vasa,19th Century,1548,1833,,https://sv.wikipedia.org/wiki/Vaxholms_kastell,https://www.kastellet.com/?utm_medium=organic&utm_source=google-my-business&utm_campaign=sv-se-google.my.business.kastellet-vaxholms.kastell-stockholm-awareness,,https://maps.app.goo.gl/jsj5xB2JgjJLk2kg9,59.40294039378325,18.35958195749969,
Wenngarns slott,wenngarns-slott,Venngarn Castle,Uppland,Castle,Food & Drink,,,Jean de la Vallée (rebuild),Duke Magnus of Sachsen-Lauenburg (earlier rebuild); Magnus Gabriel De la Gardie,17th Century,1160,1653,Baroque,https://sv.wikipedia.org/wiki/Venngarns_slott,https://www.wenngarn.se/,,https://maps.app.goo.gl/XugeJFobbN8iiHScA,59.64867453031202,17.718979913333932,
Vibyholms slott,vibyholms-slott,Vibyholm Manor,Södermanland,Manor,Sports & Recreation,,,Caspar van Panten; Carl Christoffer Gjörwell (later exterior work),Queen Kristina (Duke Karl's consort); Gustaf Bonde (rebuild),18th Century,1622,1736,Dutch Renaissance,https://sv.wikipedia.org/wiki/Vibyholms_slott,http://www.vibyholm.se,,https://maps.app.goo.gl/wXfwcTw79ra39ZKdA,58.991985530384575,16.863718208841032,
Vidbynäs gård,vidbynas-gard,Vidbynäs Manor,Södermanland,Manor,Weddings,,,,Olov Olivestjerna,18th Century,1711,1840,,,https://vidbynasgard.se/,,https://maps.app.goo.gl/6eoWjxNxrdwzSq428,59.201387303926374,17.43983001109319,
Vinsarps säteri,vinsarps-sateri,Vinsarp Manor,Västergötland,Manor,Sports & Recreation,,,,Karl Bengtsson,15th Century,1488,,,https://sv.wikipedia.org/wiki/Vinsarp,http://www.vinsarp.se/,,https://maps.app.goo.gl/uromG4nCfbQTzRsa7,57.90014936078038,13.52683069010086,
von Echstedtska gården,von-echstedtska-garden,von Echstedtska Manor,Värmland,Manor,History & Culture,,,,Bengt von Echstedt,18th Century,1762,,Rococo,https://sv.wikipedia.org/wiki/Von_Echstedtska_gården,https://varmlandsmuseum.se/vonechstedtska/,,https://maps.app.goo.gl/FcUxrr8qCbMtr3fu5,59.22795792961153,12.731348915263542,
Voxna herrgård,voxnabruk-herrgard,Voxnabruk Manor,Hälsingland,Manor,Food & Drink,,,Probably led by Lars Rehnvall (no formal architect),Jürgen Christoffer Müller,18th Century,1791,,Rococo,https://sv.wikipedia.org/wiki/Voxna_herrgård,https://voxnaherrgard.se/,,https://maps.app.goo.gl/mX5EDjTmrbSMBRTT7,61.366772972321115,15.50855721343904,
Vrams Gunnarstorps slott,vrams-gunnarstorps-slott,Vrams Gunnarstorp Manor,Skåne,Manor,Weddings,,,Gottlieb Bindesbøll (restoration),Jørgen Vind and Ingeborg Ulfstand; later restored for Rudolf Tornérhjelm,17th Century,1633,1854,Northern Renaissance,https://sv.wikipedia.org/wiki/Vrams_Gunnarstorps_slott,https://www.wramsgunnarstorp.com/,,https://maps.app.goo.gl/SapEQc3RkqF3yxaZ6,56.10347600858116,12.968842959679431,
Västanå slott,vastana-slott,Västanå Manor,Östergötland,Manor,Food & Drink|Accommodation|Sports & Recreation,,,Window surrounds attributed to Johan Johansson Werner; decorative gables possibly by sculptor Christian Julius Döteber,Svante Bielke,17th Century,1600,,Renaissance,https://sv.wikipedia.org/wiki/Västanå_slott,https://www.vastanaslott.se/,,https://maps.app.goo.gl/Jjz8YvNK3TrZpety7,57.9901741092269,14.421304444111785,
Västerås slott,vasteras-slott,Västerås Castle,Västmanland,Castle,Food & Drink,,,Mathias Spihler (renovation); Carl Hårleman (rebuild after fire),,16th Century,1540,1740,,https://sv.wikipedia.org/wiki/Västerås_slott,https://vasteras-slott.se/,,https://maps.app.goo.gl/BvL17tzxZ3DSLemb9,59.60652366822899,16.54444821333141,
Waldemarsudde,waldemarsudde,Waldemarsudde Palace,Uppland,Palace,History & Culture,,,Ferdinand Boberg (main building; gallery added later),Prince Eugen,20th Century,1903,1913,,https://sv.wikipedia.org/wiki/Waldemarsudde,https://waldemarsudde.se,,https://maps.app.goo.gl/DJSNmX6s4rMHTzYy8,59.32007017195729,18.113737372943284,
Wanbo herrgård,wanbo-herrgard,Wanbo Manor,Dalarna,Manor,Food & Drink|Accommodation|Spa & Wellness,,,,,19th Century,1725,1820,,,https://www.wanbo.se,,https://maps.app.goo.gl/9FY5uopekFBLWhXQ9,60.11752286227642,15.484456572927542,
Wanås slott,wanas-slott,Wanås Manor,Skåne,Manor,Food & Drink|Weddings|Accommodation|Sports & Recreation,,,"Henri Glaesel (restoration, added stepped gables and a saddle roof)",Sten Bille; later Betty Jennings,16th Century,1566,1904,Renaissance,https://sv.wikipedia.org/wiki/Vanås_slott,https://www.wanas.se/,,https://maps.app.goo.gl/Kbq6RCyR31BKY2Uq5,56.186100320118875,14.045629203342575,
Wedevåg herrgård,wedevag-herrgard,Wedevåg Manor,Närke,Manor,Food & Drink|Accommodation|Spa & Wellness,,,,,18th Century,1750,,Gustavian,,https://wedevagsherrgard.se,,https://maps.app.goo.gl/yrkdiQFT37RYqEkNA,59.52652556410398,15.27950389991068,
Wiks slott,wiks-slott,Wik Castle,Uppland,Castle,Food & Drink|Weddings|History & Culture,,,Fredrik Wilhelm Scholander (renovation),Gustav Horn and Sigrid Bielke (earlier renovation),17th Century,1470,1650,Renaissance,https://sv.wikipedia.org/wiki/Viks_slott,http://www.wiksslott.se/,,https://maps.app.goo.gl/sp6qYirkxj7GL8Mh7,59.73632445309357,17.461738597994767,
Wirsbo herrgård,wirsbo-herrgard,Wirsbo Manor,Västmanland,Manor,Accommodation,,,Lars Johan Lehming (rebuild),Herman Lagercrantz; Lars Johan Nilsson,20th Century,1690,1918,National Romantic,https://sv.wikipedia.org/wiki/Wirsbo_herrgård,https://wirsboherrgard.se/,,https://maps.app.goo.gl/G7kZsQn5Ad2Eyg9x9,59.867149912096615,16.051053011566324,
Wrangelska palatset,wrangelska-palatset,Wrangel Palace,Uppland,Palace,History & Culture,Sightseeing,,"Nicodemus Tessin d.ä. and Jean de la Vallée (rebuild, incorporating an earlier defensive tower)",Carl Gustaf Wrangel,17th Century,1530,1652,Baroque,https://www.sfv.se/vara-fastigheter/sverige/stockholms-lan/riddarholmen/wrangelska-palatset,https://www.sfv.se/vara-fastigheter/sverige/stockholms-lan/riddarholmen/wrangelska-palatset,,https://maps.app.goo.gl/zXVTwN8DxELmpXMu7,59.325134489019895,18.06299377098666,
Wapnö slott,wapno-slott,Wapnö,Halland,Manor,Food & Drink,,,Carl Wijnbladh,Georg Bogislaus Staël von Holstein,18th Century,1754,,Gustavian,https://sv.wikipedia.org/wiki/Vapnö_slott,https://www.wapnoslott.se,,https://maps.app.goo.gl/KqZ6a4YuCU54vurN8,56.713132121695956,12.84089777083163,
Yxtaholms slott,yxtaholms-slott,Yxtaholm Manor,Södermanland,Manor,Weddings|Conferences & Events,,,"Gustaf Nils Clodt, owner-builder (also architect of the stable)",Gustaf Nils Clodt,18th Century,1752,,Rococo,https://sv.wikipedia.org/wiki/Yxtaholm,http://yxtaholmsslott.se/,,https://maps.app.goo.gl/s3SEZTmaKxmyPMse6,59.08378617148546,16.627620180758257,
Ågerups säteri,agerups-sateri,Ågerup Manor,Skåne,Manor,Sports & Recreation,,,,Carl Gustav Piper,18th Century,1788,,,"https://sv.wikipedia.org/wiki/Ågerups_säteri,_Sjöbo_kommun",http://agerup.se,,https://maps.app.goo.gl/xvVhMysBRxZHEPHt6,55.55410968871702,13.58037971345731,
Åhus borgruin,ahus-borgruin,Åhus Castle Ruin,Skåne,Ruin,History & Culture,Sightseeing,,,Probably Danish King Knut den Store; later Archbishop of Lund (rebuilding),11th Century,1000,1488,,https://sv.wikipedia.org/wiki/Åhus_borg,https://www.lansstyrelsen.se/skane/besoksmal/kulturmiljoer/arkebiskopsborgen-aosehus.html,,https://maps.app.goo.gl/CDh1yj1JXkE7nVw17,55.92644371323661,14.304867040096958,
Åkerby herrgård,akerby-herrgard,Åkerby Manor,Närke,Manor,Food & Drink|Accommodation,,,,Kristina Karolina Olsson,19th Century,1856,,,,https://www.akerbyherrgard.se/,,https://maps.app.goo.gl/zFgeix9pdLrAreuG9,59.58291844596086,14.972589184555275,
Åkeshofs slott,akeshofs-slott,Åkeshof Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation,,,Carl Hårleman (remodel),Gabriel Stierncrona (1723 remodel); David Stierncrona (1740s remodel),18th Century,1650,1740,Rococo,https://sv.wikipedia.org/wiki/Åkeshovs_slott,https://www.akeshofsslott.se,,https://maps.app.goo.gl/Sjrjkmsw42xwWmZc8,59.34086479659371,17.924642915254413,
Årsta slott,arsta-slott,Årsta Castle,Södermanland,Castle,Food & Drink|History & Culture,,,"Architect not confirmed, possibly Erik Dahlbergh; wings added later",Claes Hansson Bielkenstierna and Barbro Åkesdotter Natt och Dag,17th Century,1660,1912,Baroque,https://sv.wikipedia.org/wiki/Årsta_slott,https://www.haninge.se/uppleva-och-gora/besok-och-upplev-haninge/sevardheter/arsta-slott/,,https://maps.app.goo.gl/RtHeqZJdqHbDY5VdA,59.10775757764161,18.193880453776313,
Ängsö slott,angso-slott,Ängsö Castle,Västmanland,Castle,History & Culture,,,Carl Hårleman,,18th Century,1480,1740,Rococo,https://sv.wikipedia.org/wiki/Ängsö_slott,https://www.engso-events.com,,https://maps.app.goo.gl/jMiQScRpfFZqdjJa7,59.532935546500575,16.85724901189653,
Örbyhus slott,orbyhus-slott,Örbyhus Castle,Uppland,Castle,Food & Drink|Weddings|History & Culture,,,"Possibly Erik Dahlbergh (unconfirmed, rebuild); Simon de la Vallée (garden); Carl Christoffer Gjörwell d.y. (remodel)",,17th Century,1450,1660,Baroque,https://sv.wikipedia.org/wiki/Örbyhus_slott,https://www.orbyhusslott.se/,,https://maps.app.goo.gl/9bDTAouzpiU5VBjNA,60.20006512645621,17.709105140350662,
Örebro slott,orebro-slott,Örebro Castle,Närke,Castle,Food & Drink|History & Culture,,,Christoffer Pahr (rebuild); Thor Thorén (restoration),Hertig Karl,17th Century,1300,1573,Neo-Renaissance,https://sv.wikipedia.org/wiki/Örebro_slott,https://orebroslott.se,,https://maps.app.goo.gl/aocGjwdBsBrm49uQ8,59.27410753563102,15.215464655639149,
Örenäs slott (Maryhill Estate),orenas-slott-maryhill-estate,Örenäs (Maryhill Estate) Manor,Skåne,Manor,Food & Drink|Weddings|Accommodation,,,Fredrik Sundbärg and Harald Holmqvist,Carl Tranchell,20th Century,1914,,Baroque Revival,https://sv.wikipedia.org/wiki/Örenäs_slott,https://maryhillestate.com/,,https://maps.app.goo.gl/MSPzBEjnHoS4SDjs6,55.94031479046013,12.781270391117005,
Örtofta slott,ortofta-slott,Örtofta Castle,Skåne,Castle,Weddings|Sports & Recreation,,,Ferdinand Meldahl,,19th Century,1480,1857,French Renaissance Revival,https://sv.wikipedia.org/wiki/Örtofta_slott,https://ortoftaslott.se/,,https://maps.app.goo.gl/N2QDNHR7EnEhextt5,55.784984843832255,13.245350142328888,
Öster Malma,oster-malma,Öster Malma,Södermanland,Manor,Food & Drink|Weddings|Accommodation|Sports & Recreation,,,Jean de la Vallée,Wilhelm Böös Drakenhielm and Anna Maria Silfverstierna; Michael Cobisofsky,17th Century,1665,,Baroque,https://sv.wikipedia.org/wiki/Östermalma,https://www.ostermalma.se,,https://maps.app.goo.gl/4T1AiQhXyhP5t5pX8,58.95072276763089,17.158438943309765,
Österbybruks herrgård,osterbybruks-herrgard,Österbybruk Manor,Uppland,Manor,History & Culture,,,"Probably Elias Kessler, with Erik Palmstedt; Carl Hårleman (garden)",Jean Jaques De Geer,18th Century,1763,,Rococo,https://sv.wikipedia.org/wiki/Österbybruks_herrgård,http://www.osterbybruksherrgard.se/,,https://maps.app.goo.gl/64327jkHX2kSSYGX7,60.1937462964638,17.89928032500582,
Övedskloster,ovedskloster,Övedskloster,Skåne,Manor,Weddings|Sports & Recreation,,,Carl Hårleman (design); Jean Eric Rehn (execution),"Hans Ramel (""Bygge-Hans"")",18th Century,1763,,Rococo,https://sv.wikipedia.org/wiki/Övedskloster,https://www.ovedskloster.com,,https://maps.app.goo.gl/JKnEnrhEhC82CiT79,55.686474978928395,13.635750697755295,
Övralid,ovralid,Övralid,Östergötland,Manor,History & Culture,,,"Verner von Heidenstam (design); Edvin Egir, master builder (execution)",Verner von Heidenstam,20th Century,1923,,Neoclassical,https://sv.wikipedia.org/wiki/Övralid,http://ovralid.se/,,https://maps.app.goo.gl/TxtaMcXV5vt8J2nN9,58.607752150952166,14.944219628828579,